country,year,sex,age,suicides_no,population
Slovakia,1996,male,55-74 years,136,366561
Slovakia,1996,male,75+ years,29,70501
Slovakia,1997,female,15-24 years,10,454003
Slovakia,1997,female,25-34 years,7,375884
Slovakia,1997,female,35-54 years,44,748326
Slovakia,1997,female,5-14 years,0,403416
Slovakia,1997,female,55-74 years,32,484165
Slovakia,1997,female,75+ years,13,138765
Slovakia,1997,male,15-24 years,46,471096
Slovakia,1997,male,25-34 years,70,386309
Slovakia,1997,male,35-54 years,259,735016
Slovakia,1997,male,5-14 years,1,421702
Slovakia,1997,male,55-74 years,116,365411
Slovakia,1997,male,75+ years,32,74296
Slovakia,1998,female,15-24 years,6,455200
Slovakia,1998,female,25-34 years,5,380100
Slovakia,1998,female,35-54 years,38,757700
Slovakia,1998,female,5-14 years,0,395500
Slovakia,1998,female,55-74 years,30,482800
Slovakia,1998,female,75+ years,9,145500
Slovakia,1998,male,15-24 years,68,473000
Slovakia,1998,male,25-34 years,82,390300
Slovakia,1998,male,35-54 years,295,746000
Slovakia,1998,male,5-14 years,2,413300
Slovakia,1998,male,55-74 years,110,364300
Slovakia,1998,male,75+ years,28,77400
Slovakia,1999,female,15-24 years,9,453700
Slovakia,1999,female,25-34 years,10,385400
Slovakia,1999,female,35-54 years,44,766900
Slovakia,1999,female,5-14 years,0,385800
Slovakia,1999,female,55-74 years,30,483100
Slovakia,1999,female,75+ years,9,151500
Slovakia,1999,male,15-24 years,58,471800
Slovakia,1999,male,25-34 years,67,395600
Slovakia,1999,male,35-54 years,283,756700
Slovakia,1999,male,5-14 years,5,403400
Slovakia,1999,male,55-74 years,143,364300
Slovakia,1999,male,75+ years,34,80000
Slovakia,2000,female,15-24 years,9,450931
Slovakia,2000,female,25-34 years,7,392452
Slovakia,2000,female,35-54 years,64,775726
Slovakia,2000,female,5-14 years,1,373764
Slovakia,2000,female,55-74 years,39,484667
Slovakia,2000,female,75+ years,15,156671
Slovakia,2000,male,15-24 years,66,469079
Slovakia,2000,male,25-34 years,83,403167
Slovakia,2000,male,35-54 years,274,767138
Slovakia,2000,male,5-14 years,3,390756
Slovakia,2000,male,55-74 years,133,365309
Slovakia,2000,male,75+ years,35,82153
Slovakia,2001,female,15-24 years,7,448751
Slovakia,2001,female,25-34 years,11,396286
Slovakia,2001,female,35-54 years,55,779840
Slovakia,2001,female,5-14 years,0,364538
Slovakia,2001,female,55-74 years,25,483308
Slovakia,2001,female,75+ years,14,158161
Slovakia,2001,male,15-24 years,61,467712
Slovakia,2001,male,25-34 years,93,406975
Slovakia,2001,male,35-54 years,275,767503
Slovakia,2001,male,5-14 years,3,380949
Slovakia,2001,male,55-74 years,113,364806
Slovakia,2001,male,75+ years,35,81427
Slovakia,2002,female,15-24 years,9,443566
Slovakia,2002,female,25-34 years,10,405949
Slovakia,2002,female,35-54 years,39,782131
Slovakia,2002,female,5-14 years,0,351821
Slovakia,2002,female,55-74 years,27,488427
Slovakia,2002,female,75+ years,15,163273
Slovakia,2002,male,15-24 years,52,461791
Slovakia,2002,male,25-34 years,97,418377
Slovakia,2002,male,35-54 years,289,770285
Slovakia,2002,male,5-14 years,2,368205
Slovakia,2002,male,55-74 years,126,370208
Slovakia,2002,male,75+ years,51,83551
Slovakia,2003,female,15-24 years,4,437405
Slovakia,2003,female,25-34 years,10,417400
Slovakia,2003,female,35-54 years,48,780961
Slovakia,2003,female,5-14 years,0,339408
Slovakia,2003,female,55-74 years,34,496205
Slovakia,2003,female,75+ years,9,167510
Slovakia,2003,male,15-24 years,52,455090
Slovakia,2003,male,25-34 years,83,430820
Slovakia,2003,male,35-54 years,344,769641
Slovakia,2003,male,5-14 years,3,355796
Slovakia,2003,male,55-74 years,136,378888
Slovakia,2003,male,75+ years,30,84858
Slovakia,2004,female,15-24 years,7,429591
Slovakia,2004,female,25-34 years,8,428962
Slovakia,2004,female,35-54 years,52,779763
Slovakia,2004,female,5-14 years,0,327298
Slovakia,2004,female,55-74 years,35,504749
Slovakia,2004,female,75+ years,10,172563
Slovakia,2004,male,15-24 years,54,447491
Slovakia,2004,male,25-34 years,81,442957
Slovakia,2004,male,35-54 years,283,769488
Slovakia,2004,male,5-14 years,1,343265
Slovakia,2004,male,55-74 years,119,388244
Slovakia,2004,male,75+ years,26,86839
Slovakia,2005,female,15-24 years,7,421958
Slovakia,2005,female,25-34 years,9,438545
Slovakia,2005,female,35-54 years,46,777822
Slovakia,2005,female,5-14 years,1,315712
Slovakia,2005,female,55-74 years,21,514790
Slovakia,2005,female,75+ years,11,176887
Slovakia,2005,male,15-24 years,57,440028
Slovakia,2005,male,25-34 years,88,453397
Slovakia,2005,male,35-54 years,269,769273
Slovakia,2005,male,5-14 years,0,330772
Slovakia,2005,male,55-74 years,130,399356
Slovakia,2005,male,75+ years,40,88406
Slovakia,2006,female,15-24 years,0,415422
Slovakia,2006,female,25-34 years,0,445779
Slovakia,2006,female,35-54 years,0,774418
Slovakia,2006,female,5-14 years,0,303109
Slovakia,2006,female,55-74 years,0,527216
Slovakia,2006,female,75+ years,0,180915
Slovakia,2006,male,15-24 years,0,433254
Slovakia,2006,male,25-34 years,0,461745
Slovakia,2006,male,35-54 years,0,767538
Slovakia,2006,male,5-14 years,0,317730
Slovakia,2006,male,55-74 years,0,412451
Slovakia,2006,male,75+ years,0,89792
Slovakia,2007,female,15-24 years,0,408500
Slovakia,2007,female,25-34 years,0,450832
Slovakia,2007,female,35-54 years,0,771963
Slovakia,2007,female,5-14 years,0,290709
Slovakia,2007,female,55-74 years,0,540800
Slovakia,2007,female,75+ years,0,184796
Slovakia,2007,male,15-24 years,0,425847
Slovakia,2007,male,25-34 years,0,468542
Slovakia,2007,male,35-54 years,0,767209
Slovakia,2007,male,5-14 years,0,305241
Slovakia,2007,male,55-74 years,0,426981
Slovakia,2007,male,75+ years,0,91240
Slovakia,2008,female,15-24 years,5,400609
Slovakia,2008,female,25-34 years,5,453122
Slovakia,2008,female,35-54 years,36,771992
Slovakia,2008,female,5-14 years,1,279860
Slovakia,2008,female,55-74 years,24,554948
Slovakia,2008,female,75+ years,12,188110
Slovakia,2008,male,15-24 years,42,417863
Slovakia,2008,male,25-34 years,87,472801
Slovakia,2008,male,35-54 years,220,769462
Slovakia,2008,male,5-14 years,0,293989
Slovakia,2008,male,55-74 years,132,441896
Slovakia,2008,male,75+ years,27,92415
Slovakia,2009,female,15-24 years,4,391007
Slovakia,2009,female,25-34 years,6,453130
Slovakia,2009,female,35-54 years,21,774237
Slovakia,2009,female,5-14 years,0,271665
Slovakia,2009,female,55-74 years,22,569666
Slovakia,2009,female,75+ years,5,190507
Slovakia,2009,male,15-24 years,40,408014
Slovakia,2009,male,25-34 years,65,473483
Slovakia,2009,male,35-54 years,242,774112
Slovakia,2009,male,5-14 years,0,285623
Slovakia,2009,male,55-74 years,161,457071
Slovakia,2009,male,75+ years,35,93229
Slovakia,2010,female,15-24 years,7,378865
Slovakia,2010,female,25-34 years,8,451905
Slovakia,2010,female,35-54 years,39,776865
Slovakia,2010,female,5-14 years,1,266794
Slovakia,2010,female,55-74 years,26,585761
Slovakia,2010,female,75+ years,11,192666
Slovakia,2010,male,15-24 years,42,395147
Slovakia,2010,male,25-34 years,76,472324
Slovakia,2010,male,35-54 years,239,779236
Slovakia,2010,male,5-14 years,4,280990
Slovakia,2010,male,55-74 years,145,472869
Slovakia,2010,male,75+ years,33,94140
Slovakia,2011,female,15-24 years,,362514
Slovakia,2011,female,25-34 years,,436796
Slovakia,2011,female,35-54 years,,768573
Slovakia,2011,female,5-14 years,,265464
Slovakia,2011,female,55-74 years,,601594
Slovakia,2011,female,75+ years,,195421
Slovakia,2011,male,15-24 years,,377724
Slovakia,2011,male,25-34 years,,459883
Slovakia,2011,male,35-54 years,,776848
Slovakia,2011,male,5-14 years,,280371
Slovakia,2011,male,55-74 years,,491552
Slovakia,2011,male,75+ years,,95418
Slovakia,2012,female,15-24 years,3,350538
Slovakia,2012,female,25-34 years,5,432608
Slovakia,2012,female,35-54 years,30,771132
Slovakia,2012,female,5-14 years,0,263178
Slovakia,2012,female,55-74 years,31,617279
Slovakia,2012,female,75+ years,3,197258
Slovakia,2012,male,15-24 years,41,365970
Slovakia,2012,male,25-34 years,74,454459
Slovakia,2012,male,35-54 years,205,782988
Slovakia,2012,male,5-14 years,2,277738
Slovakia,2012,male,55-74 years,144,507498
Slovakia,2012,male,75+ years,33,96276
Slovakia,2013,female,15-24 years,10,339096
Slovakia,2013,female,25-34 years,7,426184
Slovakia,2013,female,35-54 years,32,775058
Slovakia,2013,female,5-14 years,0,262370
Slovakia,2013,female,55-74 years,27,631225
Slovakia,2013,female,75+ years,7,199984
Slovakia,2013,male,15-24 years,39,354722
Slovakia,2013,male,25-34 years,78,447049
Slovakia,2013,male,35-54 years,206,789882
Slovakia,2013,male,5-14 years,1,276853
Slovakia,2013,male,55-74 years,170,522244
Slovakia,2013,male,75+ years,39,97542
Slovakia,2014,female,15-24 years,5,327505
Slovakia,2014,female,25-34 years,13,419408
Slovakia,2014,female,35-54 years,24,780755
Slovakia,2014,female,5-14 years,0,263111
Slovakia,2014,female,55-74 years,34,642640
Slovakia,2014,female,75+ years,7,203433
Slovakia,2014,male,15-24 years,30,342989
Slovakia,2014,male,25-34 years,60,439688
Slovakia,2014,male,35-54 years,177,797994
Slovakia,2014,male,5-14 years,0,277978
Slovakia,2014,male,55-74 years,163,535001
Slovakia,2014,male,75+ years,41,99184
Slovenia,1985,female,15-24 years,17,147900
Slovenia,1985,female,25-34 years,15,161500
Slovenia,1985,female,35-54 years,49,253600
Slovenia,1985,female,5-14 years,0,144600
Slovenia,1985,female,55-74 years,51,184600
Slovenia,1985,female,75+ years,14,58500
Slovenia,1985,male,15-24 years,42,148600
Slovenia,1985,male,25-34 years,102,168400
Slovenia,1985,male,35-54 years,196,260700
Slovenia,1985,male,5-14 years,3,153000
Slovenia,1985,male,55-74 years,124,129200
Slovenia,1985,male,75+ years,34,28700
Slovenia,1986,female,15-24 years,9,147100
Slovenia,1986,female,25-34 years,18,161700
Slovenia,1986,female,35-54 years,42,256400
Slovenia,1986,female,5-14 years,1,145400
Slovenia,1986,female,55-74 years,52,187400
Slovenia,1986,female,75+ years,14,59600
Slovenia,1986,male,15-24 years,39,148400
Slovenia,1986,male,25-34 years,79,167600
Slovenia,1986,male,35-54 years,180,264400
Slovenia,1986,male,5-14 years,4,153700
Slovenia,1986,male,55-74 years,127,132300
Slovenia,1986,male,75+ years,31,29400
Slovenia,1987,female,15-24 years,14,147200
Slovenia,1987,female,25-34 years,23,160500
Slovenia,1987,female,35-54 years,47,259200
Slovenia,1987,female,5-14 years,0,145000
Slovenia,1987,female,55-74 years,70,189700
Slovenia,1987,female,75+ years,18,61100
Slovenia,1987,male,15-24 years,45,148400
Slovenia,1987,male,25-34 years,62,165600
Slovenia,1987,male,35-54 years,172,268300
Slovenia,1987,male,5-14 years,2,153500
Slovenia,1987,male,55-74 years,132,135100
Slovenia,1987,male,75+ years,33,30200
Slovenia,1988,female,15-24 years,16,146900
Slovenia,1988,female,25-34 years,17,159200
Slovenia,1988,female,35-54 years,55,261200
Slovenia,1988,female,5-14 years,0,143800
Slovenia,1988,female,55-74 years,73,191400
Slovenia,1988,female,75+ years,10,62800
Slovenia,1988,male,15-24 years,31,148600
Slovenia,1988,male,25-34 years,78,162800
Slovenia,1988,male,35-54 years,185,270900
Slovenia,1988,male,5-14 years,4,152100
Slovenia,1988,male,55-74 years,122,137400
Slovenia,1988,male,75+ years,41,30800
Slovenia,1989,female,15-24 years,15,146200
Slovenia,1989,female,25-34 years,15,157700
Slovenia,1989,female,35-54 years,54,263700
Slovenia,1989,female,5-14 years,1,142800
Slovenia,1989,female,55-74 years,57,193200
Slovenia,1989,female,75+ years,19,63600
Slovenia,1989,male,15-24 years,51,148700
Slovenia,1989,male,25-34 years,76,160500
Slovenia,1989,male,35-54 years,210,274100
Slovenia,1989,male,5-14 years,1,150300
Slovenia,1989,male,55-74 years,133,139900
Slovenia,1989,male,75+ years,44,30600
Slovenia,1990,female,15-24 years,8,145300
Slovenia,1990,female,25-34 years,8,157200
Slovenia,1990,female,35-54 years,45,267400
Slovenia,1990,female,5-14 years,1,140800
Slovenia,1990,female,55-74 years,45,196900
Slovenia,1990,female,75+ years,23,62900
Slovenia,1990,male,15-24 years,28,148400
Slovenia,1990,male,25-34 years,67,159000
Slovenia,1990,male,35-54 years,173,277800
Slovenia,1990,male,5-14 years,1,148700
Slovenia,1990,male,55-74 years,116,144100
Slovenia,1990,male,75+ years,38,29900
Slovenia,1991,female,15-24 years,9,144100
Slovenia,1991,female,25-34 years,8,155900
Slovenia,1991,female,35-54 years,56,270900
Slovenia,1991,female,5-14 years,2,137900
Slovenia,1991,female,55-74 years,55,202200
Slovenia,1991,female,75+ years,15,60700
Slovenia,1991,male,15-24 years,39,147800
Slovenia,1991,male,25-34 years,69,156900
Slovenia,1991,male,35-54 years,212,281600
Slovenia,1991,male,5-14 years,3,145600
Slovenia,1991,male,55-74 years,132,149500
Slovenia,1991,male,75+ years,46,28400
Slovenia,1992,female,15-24 years,10,142900
Slovenia,1992,female,25-34 years,16,154400
Slovenia,1992,female,35-54 years,37,274100
Slovenia,1992,female,5-14 years,0,135700
Slovenia,1992,female,55-74 years,58,207400
Slovenia,1992,female,75+ years,27,58400
Slovenia,1992,male,15-24 years,42,147900
Slovenia,1992,male,25-34 years,73,154400
Slovenia,1992,male,35-54 years,169,283400
Slovenia,1992,male,5-14 years,3,142900
Slovenia,1992,male,55-74 years,126,154300
Slovenia,1992,male,75+ years,26,26700
Slovenia,1993,female,15-24 years,12,142700
Slovenia,1993,female,25-34 years,19,153000
Slovenia,1993,female,35-54 years,33,276200
Slovenia,1993,female,5-14 years,0,133300
Slovenia,1993,female,55-74 years,52,211800
Slovenia,1993,female,75+ years,17,56500
Slovenia,1993,male,15-24 years,54,148700
Slovenia,1993,male,25-34 years,68,152400
Slovenia,1993,male,35-54 years,186,285000
Slovenia,1993,male,5-14 years,5,140100
Slovenia,1993,male,55-74 years,134,158400
Slovenia,1993,male,75+ years,34,25400
Slovenia,1994,female,15-24 years,8,143300
Slovenia,1994,female,25-34 years,15,151600
Slovenia,1994,female,35-54 years,48,278900
Slovenia,1994,female,5-14 years,1,129900
Slovenia,1994,female,55-74 years,56,214400
Slovenia,1994,female,75+ years,13,57100
Slovenia,1994,male,15-24 years,43,150100
Slovenia,1994,male,25-34 years,72,150600
Slovenia,1994,male,35-54 years,189,287400
Slovenia,1994,male,5-14 years,2,136200
Slovenia,1994,male,55-74 years,143,162200
Slovenia,1994,male,75+ years,31,25300
Slovenia,1995,female,15-24 years,6,144100
Slovenia,1995,female,25-34 years,16,149200
Slovenia,1995,female,35-54 years,43,280800
Slovenia,1995,female,5-14 years,1,125500
Slovenia,1995,female,55-74 years,47,215700
Slovenia,1995,female,75+ years,16,58600
Slovenia,1995,male,15-24 years,51,151300
Slovenia,1995,male,25-34 years,54,148100
Slovenia,1995,male,35-54 years,174,287800
Slovenia,1995,male,5-14 years,3,131800
Slovenia,1995,male,55-74 years,126,165300
Slovenia,1995,male,75+ years,27,25800
Slovenia,1996,female,15-24 years,9,145000
Slovenia,1996,female,25-34 years,10,149400
Slovenia,1996,female,35-54 years,54,278800
Slovenia,1996,female,5-14 years,2,125100
Slovenia,1996,female,55-74 years,51,216400
Slovenia,1996,female,75+ years,16,59800
Slovenia,1996,male,15-24 years,33,152900
Slovenia,1996,male,25-34 years,68,151900
Slovenia,1996,male,35-54 years,178,290500
Slovenia,1996,male,5-14 years,2,131300
Slovenia,1996,male,55-74 years,154,165900
Slovenia,1996,male,75+ years,30,26100
Slovenia,1997,female,15-24 years,5,144100
Slovenia,1997,female,25-34 years,9,146300
Slovenia,1997,female,35-54 years,54,285000
Slovenia,1997,female,5-14 years,1,119100
Slovenia,1997,female,55-74 years,35,217100
Slovenia,1997,female,75+ years,16,62400
Slovenia,1997,male,15-24 years,40,151500
Slovenia,1997,male,25-34 years,69,145900
Slovenia,1997,male,35-54 years,192,290500
Slovenia,1997,male,5-14 years,3,125000
Slovenia,1997,male,55-74 years,138,170200
Slovenia,1997,male,75+ years,31,26800
Slovenia,1998,female,15-24 years,13,143000
Slovenia,1998,female,25-34 years,18,144800
Slovenia,1998,female,35-54 years,42,286600
Slovenia,1998,female,5-14 years,1,115200
Slovenia,1998,female,55-74 years,42,217500
Slovenia,1998,female,75+ years,19,65300
Slovenia,1998,male,15-24 years,59,150100
Slovenia,1998,male,25-34 years,49,144900
Slovenia,1998,male,35-54 years,200,291100
Slovenia,1998,male,5-14 years,4,121200
Slovenia,1998,male,55-74 years,136,172800
Slovenia,1998,male,75+ years,29,27800
Slovenia,1999,female,15-24 years,10,142100
Slovenia,1999,female,25-34 years,11,144100
Slovenia,1999,female,35-54 years,49,289200
Slovenia,1999,female,5-14 years,0,112100
Slovenia,1999,female,55-74 years,54,218200
Slovenia,1999,female,75+ years,13,68600
Slovenia,1999,male,15-24 years,35,149200
Slovenia,1999,male,25-34 years,64,144800
Slovenia,1999,male,35-54 years,184,293300
Slovenia,1999,male,5-14 years,4,117800
Slovenia,1999,male,55-74 years,135,176200
Slovenia,1999,male,75+ years,31,28800
Slovenia,2000,female,15-24 years,13,140949
Slovenia,2000,female,25-34 years,11,143055
Slovenia,2000,female,35-54 years,48,294792
Slovenia,2000,female,5-14 years,0,108736
Slovenia,2000,female,55-74 years,64,216222
Slovenia,2000,female,75+ years,19,71649
Slovenia,2000,male,15-24 years,33,147767
Slovenia,2000,male,25-34 years,53,144619
Slovenia,2000,male,35-54 years,180,297696
Slovenia,2000,male,5-14 years,1,114436
Slovenia,2000,male,55-74 years,130,176802
Slovenia,2000,male,75+ years,36,29760
Slovenia,2001,female,15-24 years,10,138713
Slovenia,2001,female,25-34 years,6,143357
Slovenia,2001,female,35-54 years,40,297875
Slovenia,2001,female,5-14 years,0,106887
Slovenia,2001,female,55-74 years,43,211919
Slovenia,2001,female,75+ years,23,75594
Slovenia,2001,male,15-24 years,36,146961
Slovenia,2001,male,25-34 years,65,150012
Slovenia,2001,male,35-54 years,177,311844
Slovenia,2001,male,5-14 years,2,112524
Slovenia,2001,male,55-74 years,134,174548
Slovenia,2001,male,75+ years,45,31096
Slovenia,2002,female,15-24 years,3,136783
